stop1,stop2,transporte1,transporte2,mean_time_diff
AVENIDA DE LA ILUSTRACION,AVENIDA DE LA ILUSTRACION,interurban,metro,217.98225317529472
AVIACION ESPAÑOLA,AVIACION ESPAÑOLA,interurban,metro,141.87695620161165
BAMBU,BAMBU,interurban,metro,244.3987387848063
BARAJAS,BARAJAS,interurban,metro,136.47794202901866
BARRIO DEL PUERTO,BARRIO DEL PUERTO,interurban,metro,243.62439972198172
BATAN,BATAN,interurban,metro,243.8256002153655
BAUNATAL,BAUNATAL,interurban,metro,280.4903309055206
BEGOÑA,BEGOÑA,interurban,metro,165.26845064864685
CAMPAMENTO,CAMPAMENTO,interurban,metro,89.27180118956689
CANILLEJAS,CANILLEJAS,interurban,metro,141.44463406277964
CARABANCHEL,CARABANCHEL,interurban,metro,134.0285965796496
CARABANCHEL ALTO,CARABANCHEL ALTO,interurban,metro,218.0189363743622
CARTAGENA,CARTAGENA,interurban,metro,142.89031931703988
CASA DEL RELOJ,CASA DEL RELOJ,interurban,metro,225.0363462969644
CHAMARTIN,CHAMARTIN,interurban,metro,150.00937673151944
CIUDAD DE LOS ANGELES,CIUDAD DE LOS ANGELES,interurban,metro,152.53496766973146
CIUDAD LINEAL,CIUDAD LINEAL,interurban,metro,115.48335061742334
CIUDAD UNIVERSITARIA,CIUDAD UNIVERSITARIA,interurban,metro,279.72967233741
COLONIA JARDIN,COLONIA JARDIN,interurban,metro,224.4885233581686
CONDE DE CASAL,CONDE DE CASAL,interurban,metro,127.98668684548385
CONSERVATORIO,CONSERVATORIO,interurban,metro,309.60619412218534
COSLADA CENTRAL,COSLADA CENTRAL,interurban,metro,266.5384582646837
CUATRO VIENTOS,CUATRO VIENTOS,interurban,metro,148.65501912364692
DELICIAS,DELICIAS,interurban,metro,307.5669573124923
EL BERCIAL,EL BERCIAL,interurban,metro,218.30980279379327
EL CAPRICHO,EL CAPRICHO,interurban,metro,296.1542241607268
EL CARRASCAL,EL CARRASCAL,interurban,metro,236.0484694435413
EL CASAR,EL CASAR,interurban,metro,270.305371751906
EMPALME,EMPALME,interurban,metro,152.0213756605216
ESTACION DEL ARTE,ESTACION DEL ARTE,interurban,metro,155.3012063069392
ESTADIO METROPOLITANO,ESTADIO METROPOLITANO,interurban,metro,136.71465876323475
EUGENIA DE MONTIJO,EUGENIA DE MONTIJO,interurban,metro,253.81292549872867
FERIA DE MADRID,FERIA DE MADRID,interurban,metro,200.28368237241028
FUENCARRAL,FUENCARRAL,interurban,metro,311.47882702236984
FUENLABRADA CENTRAL,FUENLABRADA CENTRAL,interurban,metro,282.34280263726606
GARCIA NOBLEJAS,GARCIA NOBLEJAS,interurban,metro,210.9810823126824
GETAFE CENTRAL,GETAFE CENTRAL,interurban,metro,285.4244499732674
HENARES,HENARES,interurban,metro,166.47464117173024
HERRERA ORIA,HERRERA ORIA,interurban,metro,103.60065281691767
HOSPITAL 12 DE OCTUBRE,HOSPITAL 12 DE OCTUBRE,interurban,metro,141.27207468677193
HOSPITAL DE FUENLABRADA,HOSPITAL DE FUENLABRADA,interurban,metro,90.06671898207387
HOSPITAL DE MOSTOLES,HOSPITAL DE MOSTOLES,interurban,metro,291.58734295230585
HOSPITAL DEL HENARES,HOSPITAL DEL HENARES,interurban,metro,231.3622899906955
HOSPITAL INFANTA SOFIA,HOSPITAL INFANTA SOFIA,interurban,metro,241.08729527032708
HOSPITAL SEVERO OCHOA,HOSPITAL SEVERO OCHOA,interurban,metro,237.6704285831013
JARAMA,JARAMA,interurban,metro,279.5898088823887
JOAQUIN VILUMBRALES,JOAQUIN VILUMBRALES,interurban,metro,217.42524481214383
JUAN DE LA CIERVA,JUAN DE LA CIERVA,interurban,metro,268.21721068898603
JULIAN BESTEIRO,JULIAN BESTEIRO,interurban,metro,269.56105219542576
LA FORTUNA,LA FORTUNA,interurban,metro,236.0334214049286
LA GRANJA,LA GRANJA,interurban,metro,271.9188345028276
LA MORALEJA,LA MORALEJA,interurban,metro,232.3959551878484
LA PESETA,LA PESETA,interurban,metro,268.7598456078937
LA POVEDA,LA POVEDA,interurban,metro,288.84192930077734
LA RAMBLA,LA RAMBLA,interurban,metro,256.67658571348045
LAS MUSAS,LAS MUSAS,interurban,metro,265.0885283460425
LEGANES CENTRAL,LEGANES CENTRAL,interurban,metro,213.9013085549132
LEGAZPI,LEGAZPI,interurban,metro,59.55856535370136
LORANCA,LORANCA,interurban,metro,264.2778141166575
LOS ESPARTALES,LOS ESPARTALES,interurban,metro,252.17980472048384
LUCERO,LUCERO,interurban,metro,222.7785351046139
MANUEL DE FALLA,MANUEL DE FALLA,interurban,metro,252.1650498447381
MANUELA MALASAÑA,MANUELA MALASAÑA,interurban,metro,303.085412643425
MARQUES DE LA VALDAVIA,MARQUES DE LA VALDAVIA,interurban,metro,231.17636761610976
MENDEZ ALVARO,MENDEZ ALVARO,interurban,metro,98.29960338108532
MONCLOA,MONCLOA,interurban,metro,132.72082383503562
MOSTOLES CENTRAL,MOSTOLES CENTRAL,interurban,metro,258.96406093493204
OPAÑEL,OPAÑEL,interurban,metro,123.2456187457487
OPORTO,OPORTO,interurban,metro,95.64432766283193
PALOS DE LA FRONTERA,PALOS DE LA FRONTERA,interurban,metro,39.71970618742412
PAN BENDITO,PAN BENDITO,interurban,metro,127.70175657137511
PARQUE DE LAS AVENIDAS,PARQUE DE LAS AVENIDAS,interurban,metro,328.9842919085429
PARQUE DE LOS ESTADOS,PARQUE DE LOS ESTADOS,interurban,metro,277.4834456453995
PARQUE EUROPA,PARQUE EUROPA,interurban,metro,261.8248275412234
PARQUE LISBOA,PARQUE LISBOA,interurban,metro,249.6515293184501
PARQUE OESTE,PARQUE OESTE,interurban,metro,188.119866838778
PAVONES,PAVONES,interurban,metro,123.31178745062569
PINAR DE CHAMARTIN,PINAR DE CHAMARTIN,interurban,metro,227.4827765620191
PLAZA DE CASTILLA,PLAZA DE CASTILLA,interurban,metro,77.87989651500973
PLAZA ELIPTICA,PLAZA ELIPTICA,interurban,metro,54.41313907011942
PRADILLO,PRADILLO,interurban,metro,317.2134806061921
PRINCIPE PIO,PRINCIPE PIO,interurban,metro,54.24009737973885
PUERTA DE ARGANDA,PUERTA DE ARGANDA,interurban,metro,187.3829686500856
PUERTA DEL SUR,PUERTA DEL SUR,interurban,metro,212.89475665150783
REYES CATOLICOS,REYES CATOLICOS,interurban,metro,272.9491331216533
RIVAS FUTURA,RIVAS FUTURA,interurban,metro,292.6228938146799
RIVAS URBANIZACIONES,RIVAS URBANIZACIONES,interurban,metro,243.5703428944315
RIVAS VACIAMADRID,RIVAS VACIAMADRID,interurban,metro,227.8955251886493
RONDA DE LA COMUNICACION,RONDA DE LA COMUNICACION,interurban,metro,302.9218709115105
SAN CIPRIANO,SAN CIPRIANO,interurban,metro,163.52280537922525
SAN CRISTOBAL,SAN CRISTOBAL,interurban,metro,33.51990651614794
SAN FERMIN-ORCASUR,SAN FERMIN-ORCASUR,interurban,metro,26.95421403406409
SAN FERNANDO,SAN FERNANDO,interurban,metro,275.1687582276328
SAN FRANCISCO,SAN FRANCISCO,interurban,metro,100.10053326722966
SAN NICASIO,SAN NICASIO,interurban,metro,250.33911914669343
SIERRA DE GUADALUPE,SIERRA DE GUADALUPE,interurban,metro,124.87073283282488
SIMANCAS,SIMANCAS,interurban,metro,345.791406093759
TRES OLIVOS,TRES OLIVOS,interurban,metro,295.86851007891534
UNIVERSIDAD REY JUAN CARLOS,UNIVERSIDAD REY JUAN CARLOS,interurban,metro,255.92690213860035
USERA,USERA,interurban,metro,386.87599919989
VICALVARO,VICALVARO,interurban,metro,183.89787481968725
VILLAVERDE ALTO,VILLAVERDE ALTO,interurban,metro,235.38856432395605
VILLAVERDE BAJO CRUCE,VILLAVERDE BAJO CRUCE,interurban,metro,187.6517535091191
VISTA ALEGRE,VISTA ALEGRE,interurban,metro,119.05435926277252
ABRANTES,ABRANTES,urban,metro,213.6364594358396
ACACIAS,ACACIAS,urban,metro,167.2063983144883
AEROPUERTO T-4,AEROPUERTO T-4,urban,metro,37.942167693544064
AEROPUERTO T1-T2-T3,AEROPUERTO T1-T2-T3,urban,metro,229.0053410535743
ALAMEDA DE OSUNA,ALAMEDA DE OSUNA,urban,metro,263.2723476193797
ALFONSO XIII,ALFONSO XIII,urban,metro,204.3045263976608
ALMENDRALES,ALMENDRALES,urban,metro,228.3602782881082
ALONSO CANO,ALONSO CANO,urban,metro,152.8535404021943
ALONSO MARTINEZ,ALONSO MARTINEZ,urban,metro,103.0901070832622
ALSACIA,ALSACIA,urban,metro,212.4125137050401
ALTO DE EXTREMADURA,ALTO DE EXTREMADURA,urban,metro,177.67912681267373
ALTO DEL ARENAL,ALTO DEL ARENAL,urban,metro,274.7794554673844
ALUCHE,ALUCHE,urban,metro,188.59936489184264
ALVARADO,ALVARADO,urban,metro,150.0465179246622
ANTON MARTIN,ANTON MARTIN,urban,metro,121.0113121054134
ANTONIO MACHADO,ANTONIO MACHADO,urban,metro,265.78540155186266
ARGANZUELA-PLANETARIO,ARGANZUELA-PLANETARIO,urban,metro,312.4340007140356
ARGÜELLES,ARGÜELLES,urban,metro,197.0799257372155
ARROYOFRESNO,ARROYOFRESNO,urban,metro,244.75815866126763
ARTILLEROS,ARTILLEROS,urban,metro,257.55173251540265
ARTURO SORIA,ARTURO SORIA,urban,metro,207.14558007548612
ASCAO,ASCAO,urban,metro,189.29519312884355
ATOCHA,ATOCHA,urban,metro,121.4400869733379
AVENIDA DE AMERICA,AVENIDA DE AMERICA,urban,metro,163.8822398656759
AVENIDA DE GUADALAJARA,AVENIDA DE GUADALAJARA,urban,metro,188.918605260482
AVENIDA DE LA ILUSTRACION,AVENIDA DE LA ILUSTRACION,urban,metro,236.58757941189856
AVENIDA DE LA PAZ,AVENIDA DE LA PAZ,urban,metro,237.1424426954671
AVIACION ESPAÑOLA,AVIACION ESPAÑOLA,urban,metro,237.61268807574533
BAMBU,BAMBU,urban,metro,252.74726743224605
BANCO DE ESPAÑA,BANCO DE ESPAÑA,urban,metro,139.29993816903945
BARAJAS,BARAJAS,urban,metro,274.9377968886472
BARRIO DE LA CONCEPCION,BARRIO DE LA CONCEPCION,urban,metro,268.6538009025216
BARRIO DEL PILAR,BARRIO DEL PILAR,urban,metro,245.6737988176208
BATAN,BATAN,urban,metro,194.10805677518903
BEGOÑA,BEGOÑA,urban,metro,250.47923096008748
BILBAO,BILBAO,urban,metro,107.08721019728095
BUENOS AIRES,BUENOS AIRES,urban,metro,213.11086385624623
CALLAO,CALLAO,urban,metro,111.86847381410486
CAMPAMENTO,CAMPAMENTO,urban,metro,184.54221038977016
CANAL,CANAL,urban,metro,172.63724148036306
CANILLAS,CANILLAS,urban,metro,224.7432148614241
CANILLEJAS,CANILLEJAS,urban,metro,181.20261386014607
CARABANCHEL,CARABANCHEL,urban,metro,177.4254964153795
CARABANCHEL ALTO,CARABANCHEL ALTO,urban,metro,272.35994860714914
CARPETANA,CARPETANA,urban,metro,187.8051993261057
CARTAGENA,CARTAGENA,urban,metro,151.35970733491462
CASA DE CAMPO,CASA DE CAMPO,urban,metro,201.024401912742
CHAMARTIN,CHAMARTIN,urban,metro,242.74044257361925
CHUECA,CHUECA,urban,metro,143.38983595702166
CIUDAD DE LOS ANGELES,CIUDAD DE LOS ANGELES,urban,metro,232.0435990345735
CIUDAD LINEAL,CIUDAD LINEAL,urban,metro,220.49022780060923
CIUDAD UNIVERSITARIA,CIUDAD UNIVERSITARIA,urban,metro,263.6357821144426
COLOMBIA,COLOMBIA,urban,metro,215.762171301796
COLON,COLON,urban,metro,126.31326969778
COLONIA JARDIN,COLONIA JARDIN,urban,metro,184.0288705854004
CONCHA ESPINA,CONCHA ESPINA,urban,metro,180.85367949805507
CONDE DE CASAL,CONDE DE CASAL,urban,metro,124.30221319753876
CONGOSTO,CONGOSTO,urban,metro,245.73538274771408
CRUZ DEL RAYO,CRUZ DEL RAYO,urban,metro,187.09702884341564
CUATRO CAMINOS,CUATRO CAMINOS,urban,metro,120.38311426646978
CUATRO VIENTOS,CUATRO VIENTOS,urban,metro,268.55745791179424
CUZCO,CUZCO,urban,metro,234.92023037552272
DELICIAS,DELICIAS,urban,metro,254.6812789211628
DIEGO DE LEON,DIEGO DE LEON,urban,metro,102.81152717958128
DUQUE DE PASTRANA,DUQUE DE PASTRANA,urban,metro,193.713276638678
EL CAPRICHO,EL CAPRICHO,urban,metro,268.5668522821001
EL CARMEN,EL CARMEN,urban,metro,210.2624994092531
EMBAJADORES,EMBAJADORES,urban,metro,80.48902562678968
EMPALME,EMPALME,urban,metro,220.76061111394216
ESPERANZA,ESPERANZA,urban,metro,265.67921273037325
ESTACION DEL ARTE,ESTACION DEL ARTE,urban,metro,182.5849231831644
ESTADIO METROPOLITANO,ESTADIO METROPOLITANO,urban,metro,209.9743571707636
ESTRECHO,ESTRECHO,urban,metro,181.7377505037819
ESTRELLA,ESTRELLA,urban,metro,288.4478637808278
EUGENIA DE MONTIJO,EUGENIA DE MONTIJO,urban,metro,233.00002076668
FERIA DE MADRID,FERIA DE MADRID,urban,metro,208.5908950387538
FRANCOS RODRIGUEZ,FRANCOS RODRIGUEZ,urban,metro,203.399749979613
FUENCARRAL,FUENCARRAL,urban,metro,288.28133515630674
GARCIA NOBLEJAS,GARCIA NOBLEJAS,urban,metro,245.7204578305661
GOYA,GOYA,urban,metro,104.35354831636948
GRAN VIA,GRAN VIA,urban,metro,101.65368406350272
GREGORIO MARAÑON,GREGORIO MARAÑON,urban,metro,170.99280171161007
GUZMAN EL BUENO,GUZMAN EL BUENO,urban,metro,186.07904790169883
HERRERA ORIA,HERRERA ORIA,urban,metro,234.9334753342576
HORTALEZA,HORTALEZA,urban,metro,279.8621721600276
HOSPITAL 12 DE OCTUBRE,HOSPITAL 12 DE OCTUBRE,urban,metro,200.47414733855013
IBIZA,IBIZA,urban,metro,183.6388741765637
IGLESIA,IGLESIA,urban,metro,148.82521869427228
ISLAS FILIPINAS,ISLAS FILIPINAS,urban,metro,215.56668224390407
LA ALMUDENA,LA ALMUDENA,urban,metro,203.91775275458664
LA ELIPA,LA ELIPA,urban,metro,193.78966492211208
LA GAVIA,LA GAVIA,urban,metro,246.9513172639824
LA LATINA,LA LATINA,urban,metro,198.7976705154508
LA PESETA,LA PESETA,urban,metro,281.8055252789962
LACOMA,LACOMA,urban,metro,221.0848854309928
LAGUNA,LAGUNA,urban,metro,233.25892669299927
LAS MUSAS,LAS MUSAS,urban,metro,246.490683904756
LAS ROSAS,LAS ROSAS,urban,metro,191.5061806280997
LAS SUERTES,LAS SUERTES,urban,metro,262.2798238009558
LAS TABLAS,LAS TABLAS,urban,metro,244.12140381571825
LAVAPIES,LAVAPIES,urban,metro,152.69572296651438
LEGAZPI,LEGAZPI,urban,metro,206.7935832137981
LISTA,LISTA,urban,metro,88.49011181855846
LUCERO,LUCERO,urban,metro,187.59845496734204
MANOTERAS,MANOTERAS,urban,metro,235.51985584173323
MANUEL BECERRA,MANUEL BECERRA,urban,metro,114.02080007147173
MAR DE CRISTAL,MAR DE CRISTAL,urban,metro,147.37386596222834
MARQUES DE VADILLO,MARQUES DE VADILLO,urban,metro,187.29934324699067
MENDEZ ALVARO,MENDEZ ALVARO,urban,metro,202.5236025522239
MENENDEZ PELAYO,MENENDEZ PELAYO,urban,metro,223.5221465265205
MIGUEL HERNANDEZ,MIGUEL HERNANDEZ,urban,metro,226.61889559097563
MIRASIERRA,MIRASIERRA,urban,metro,255.6930446683908
MONCLOA,MONCLOA,urban,metro,172.6024558150107
MONTECARMELO,MONTECARMELO,urban,metro,233.88621861643915
NOVICIADO,NOVICIADO,urban,metro,97.0622345202368
NUEVA NUMANCIA,NUEVA NUMANCIA,urban,metro,235.6254448416532
NUEVOS MINISTERIOS,NUEVOS MINISTERIOS,urban,metro,177.400941189254
NUÑEZ DE BALBOA,NUÑEZ DE BALBOA,urban,metro,171.08972199995208
ODONNELL,ODONNELL,urban,metro,207.05464140216773
OPAÑEL,OPAÑEL,urban,metro,166.83587386538065
OPERA,OPERA,urban,metro,271.2875750054057
OPORTO,OPORTO,urban,metro,209.107100887603
PACIFICO,PACIFICO,urban,metro,134.56610778720244
PACO DE LUCIA,PACO DE LUCIA,urban,metro,273.5746142203207
PALOS DE LA FRONTERA,PALOS DE LA FRONTERA,urban,metro,133.75117740440618
PAN BENDITO,PAN BENDITO,urban,metro,188.2212598663725
PARQUE DE LAS AVENIDAS,PARQUE DE LAS AVENIDAS,urban,metro,222.4824269403463
PARQUE DE SANTA MARIA,PARQUE DE SANTA MARIA,urban,metro,188.3280286014065
PAVONES,PAVONES,urban,metro,196.7882170838992
PEÑAGRANDE,PEÑAGRANDE,urban,metro,258.23440672025623
PINAR DE CHAMARTIN,PINAR DE CHAMARTIN,urban,metro,210.80928345697643
PINAR DEL REY,PINAR DEL REY,urban,metro,288.9501645133713
PIO XII,PIO XII,urban,metro,250.01655823740708
PIRAMIDES,PIRAMIDES,urban,metro,199.19868304432416
PITIS,PITIS,urban,metro,155.9473110191005
PLAZA DE CASTILLA,PLAZA DE CASTILLA,urban,metro,126.78917811799384
PLAZA DE ESPAÑA,PLAZA DE ESPAÑA,urban,metro,100.5018511349316
PLAZA ELIPTICA,PLAZA ELIPTICA,urban,metro,174.1468623683662
PORTAZGO,PORTAZGO,urban,metro,197.5176777339563
PRINCIPE DE VERGARA,PRINCIPE DE VERGARA,urban,metro,84.00803470701086
PRINCIPE PIO,PRINCIPE PIO,urban,metro,185.89411759742995
PROSPERIDAD,PROSPERIDAD,urban,metro,119.38643935699794
PUEBLO NUEVO,PUEBLO NUEVO,urban,metro,234.33067689978523
PUENTE DE VALLECAS,PUENTE DE VALLECAS,urban,metro,143.76951012207428
PUERTA DE ARGANDA,PUERTA DE ARGANDA,urban,metro,177.2572025039035
PUERTA DE TOLEDO,PUERTA DE TOLEDO,urban,metro,155.32390154416723
PUERTA DEL ANGEL,PUERTA DEL ANGEL,urban,metro,253.73099477879185
QUEVEDO,QUEVEDO,urban,metro,144.08788580397515
QUINTANA,QUINTANA,urban,metro,170.59413947027917
REPUBLICA ARGENTINA,REPUBLICA ARGENTINA,urban,metro,212.99054831127452
RETIRO,RETIRO,urban,metro,194.8666594830908
RIOS ROSAS,RIOS ROSAS,urban,metro,186.1882666411522
RONDA DE LA COMUNICACION,RONDA DE LA COMUNICACION,urban,metro,203.7708388725497
RUBEN DARIO,RUBEN DARIO,urban,metro,198.6113360218956
SAINZ DE BARANDA,SAINZ DE BARANDA,urban,metro,244.418664877145
SAN BERNARDO,SAN BERNARDO,urban,metro,102.94119071011023
SAN BLAS,SAN BLAS,urban,metro,209.9334529447324
SAN CIPRIANO,SAN CIPRIANO,urban,metro,185.677181147574
SAN CRISTOBAL,SAN CRISTOBAL,urban,metro,218.993450000744
SAN FERMIN-ORCASUR,SAN FERMIN-ORCASUR,urban,metro,236.55639422871943
SAN FRANCISCO,SAN FRANCISCO,urban,metro,220.1261297963585
SAN LORENZO,SAN LORENZO,urban,metro,219.21864838265216
SANTIAGO BERNABEU,SANTIAGO BERNABEU,urban,metro,237.9675657066166
SANTO DOMINGO,SANTO DOMINGO,urban,metro,57.37284901854541
SERRANO,SERRANO,urban,metro,129.22972536313284
SEVILLA,SEVILLA,urban,metro,84.50784603893098
SIERRA DE GUADALUPE,SIERRA DE GUADALUPE,urban,metro,182.4570675435984
SIMANCAS,SIMANCAS,urban,metro,287.6209323699379
SOL,SOL,urban,metro,183.377157120878
SUANZES,SUANZES,urban,metro,284.35149227220114
TETUAN,TETUAN,urban,metro,196.84883943005488
TIRSO DE MOLINA,TIRSO DE MOLINA,urban,metro,134.41924919769028
TORRE ARIAS,TORRE ARIAS,urban,metro,259.5936575597622
TRES OLIVOS,TRES OLIVOS,urban,metro,222.37597208151325
TRIBUNAL,TRIBUNAL,urban,metro,103.18145401878022
URGEL,URGEL,urban,metro,172.5075999109599
USERA,USERA,urban,metro,301.1315534465379
VALDEACEDERAS,VALDEACEDERAS,urban,metro,190.5563921877884
VALDEBERNARDO,VALDEBERNARDO,urban,metro,249.25516410483945
VALDECARROS,VALDECARROS,urban,metro,209.4495465616561
VALDEZARZA,VALDEZARZA,urban,metro,252.3475216599484
VELAZQUEZ,VELAZQUEZ,urban,metro,125.3512962248762
VENTAS,VENTAS,urban,metro,166.44560754514274
VENTILLA,VENTILLA,urban,metro,240.3285743617025
VENTURA RODRIGUEZ,VENTURA RODRIGUEZ,urban,metro,177.90403625735792
VICALVARO,VICALVARO,urban,metro,244.4232675061673
VICENTE ALEIXANDRE,VICENTE ALEIXANDRE,urban,metro,194.7206216844671
VILLA DE VALLECAS,VILLA DE VALLECAS,urban,metro,180.18887941328944
VILLAVERDE ALTO,VILLAVERDE ALTO,urban,metro,256.9615239291988
VILLAVERDE BAJO CRUCE,VILLAVERDE BAJO CRUCE,urban,metro,241.2302996800842
VINATEROS,VINATEROS,urban,metro,260.54517250046587
VISTA ALEGRE,VISTA ALEGRE,urban,metro,245.2965066735353
